labelId,imageId
"[u'62', u'17', u'66', u'53', u'214', u'171', u'2']",2992
"[u'100', u'17', u'66', u'138']",2993
"[u'52', u'19', u'66', u'186', u'180', u'133']",2994
"[u'200', u'78', u'17', u'106', u'224', u'214', u'105']",2995
"[u'27', u'106', u'99', u'218']",2996
"[u'62', u'66', u'70', u'218']",2997
"[u'19', u'14', u'78', u'79', u'131', u'142', u'66', u'97', u'153', u'105', u'73']",2998
"[u'91', u'106', u'99', u'214', u'105']",2999
"[u'88', u'66', u'153', u'105', u'138']",3000
"[u'114', u'222', u'66', u'203', u'98', u'214', u'110', u'171', u'87']",3001
"[u'15', u'17', u'222', u'66', u'115', u'214']",3002
"[u'62', u'66', u'153', u'90', u'171', u'20']",3003
"[u'220', u'19', u'79', u'66', u'186', u'171', u'20']",3004
"[u'170', u'66', u'133']",3005
"[u'66', u'98', u'166', u'105', u'20']",3006
"[u'136', u'106', u'49', u'105', u'138']",3007
"[u'62', u'131', u'66', u'98', u'153', u'120', u'110', u'171', u'20']",3008
"[u'183', u'106', u'53', u'214', u'105']",3009
"[u'66', u'53']",3010
"[u'61', u'19', u'17', u'222', u'106', u'53', u'49', u'105', u'138']",3011
"[u'100', u'66', u'176', u'120', u'218']",3012
"[u'52', u'113', u'186', u'180', u'73']",3013
"[u'15', u'66']",3014
"[u'4', u'106', u'153']",3015
"[u'52', u'66', u'186', u'180', u'87']",3016
"[u'213', u'113', u'153', u'105', u'138']",3017
"[u'62', u'17', u'222', u'66', u'214', u'105', u'9']",3018
"[u'103', u'17', u'148', u'66', u'98', u'214', u'171', u'175']",3019
"[u'62', u'66', u'137', u'214', u'171', u'20']",3020
"[u'66', u'97', u'153', u'159', u'105', u'138']",3021
"[u'183', u'106', u'49', u'105', u'73']",3022
"[u'66', u'44', u'153', u'155', u'105', u'128']",3023
"[u'88', u'66', u'53', u'153', u'105', u'138']",3024
"[u'89', u'66', u'98', u'214', u'110', u'87']",3025
"[u'62', u'19', u'66', u'44', u'153', u'105', u'20']",3026
"[u'62', u'66', u'97', u'153', u'105', u'133']",3027
"[u'88', u'222', u'66', u'153', u'105', u'138']",3028
"[u'62', u'66', u'176', u'137', u'153', u'101', u'105', u'184']",3029
"[u'68', u'19', u'148', u'66', u'99', u'87']",3030
"[u'91', u'113', u'99', u'138']",3031
"[u'201', u'113', u'53']",3032
"[u'212', u'66']",3033
"[u'18', u'17', u'222', u'66', u'44', u'153', u'105', u'73']",3034
"[u'183', u'106', u'214', u'132', u'105']",3035
"[u'88', u'106', u'49']",3036
"[u'24', u'17', u'66', u'164', u'128']",3037
"[u'103', u'17', u'66', u'98', u'214', u'110', u'175']",3038
"[u'190', u'66', u'153', u'164', u'138']",3039
"[u'62', u'66', u'44', u'214', u'171', u'87']",3040
"[u'88', u'66', u'69', u'153', u'105', u'138']",3041
"[u'62', u'66', u'53', u'176', u'214', u'171', u'175']",3042
"[u'36', u'66', u'44', u'214', u'70', u'105', u'184']",3043
"[u'36', u'66', u'53', u'153', u'171', u'138']",3044
"[u'14', u'66', u'97', u'153', u'105', u'73']",3045
"[u'91', u'106', u'99', u'214', u'105', u'218']",3046
"[u'95', u'131', u'222', u'66', u'214', u'164']",3047
"[u'47', u'131', u'17', u'148', u'66', u'98', u'214', u'105', u'20']",3048
"[u'62', u'66', u'186', u'171', u'20']",3049
"[u'169', u'66', u'59', u'151']",3050
"[u'68', u'17', u'222', u'106', u'99', u'228', u'101', u'218']",3051
"[u'56', u'66', u'171']",3052
"[u'103', u'66', u'98', u'214', u'110']",3053
"[u'62', u'17', u'222', u'66', u'214', u'159', u'105', u'20']",3054
"[u'52', u'17', u'148', u'113', u'105']",3055
"[u'212', u'113', u'164', u'87']",3056
"[u'66', u'97', u'214', u'105', u'204']",3057
"[u'78', u'222', u'66', u'153', u'164', u'184']",3058
"[u'91', u'78', u'79', u'17', u'192', u'113', u'69', u'205', u'28', u'105']",3059
"[u'127', u'19', u'222', u'66', u'137', u'105', u'20']",3060
"[u'36', u'25', u'66', u'53', u'116', u'105', u'20']",3061
"[u'18', u'222', u'66', u'44', u'153', u'171', u'73']",3062
"[u'62', u'19', u'17', u'222', u'66', u'153', u'105', u'138']",3063
"[u'211', u'17', u'222', u'106', u'115', u'171']",3064
"[u'100', u'66']",3065
"[u'62', u'17', u'66', u'98', u'166', u'70', u'171', u'20']",3066
"[u'62', u'226', u'66', u'44', u'153', u'171', u'184']",3067
"[u'62', u'131', u'17', u'66', u'97', u'98', u'205', u'105', u'20']",3068
"[u'36', u'66', u'153', u'105', u'204']",3069
"[u'62', u'66', u'98', u'153', u'105', u'63']",3070
"[u'62', u'17', u'106', u'205', u'105', u'204']",3071
"[u'122', u'19', u'66', u'153', u'154', u'171', u'20']",3072
"[u'190', u'66', u'49', u'105', u'128']",3073
"[u'100', u'17', u'66']",3074
"[u'66', u'97', u'205', u'164', u'20']",3075
"[u'189', u'79', u'117', u'131', u'17', u'222', u'66', u'115', u'7', u'171']",3076
"[u'47', u'66', u'98', u'166', u'154', u'110', u'105', u'20']",3077
"[u'37', u'106', u'53']",3078
"[u'51', u'66', u'158', u'186', u'180']",3079
"[u'62', u'66', u'44', u'153', u'171', u'184']",3080
"[u'30', u'66', u'65', u'154', u'73']",3081
"[u'18', u'222', u'66', u'98', u'153', u'70', u'105', u'87']",3082
"[u'88', u'17', u'106', u'53', u'137', u'105']",3083
"[u'22', u'66', u'97', u'138']",3084
"[u'92', u'17', u'106', u'59', u'151']",3085
"[u'212', u'106', u'176']",3086
"[u'18', u'66', u'166', u'105']",3087
"[u'37', u'106']",3088
"[u'17', u'222', u'66', u'97', u'166', u'105', u'73']",3089
"[u'3', u'17', u'142', u'66']",3090
"[u'213', u'19', u'222', u'66', u'214', u'132', u'164', u'133']",3091
"[u'19', u'222', u'106', u'214', u'105']",3092
"[u'39', u'66', u'218']",3093
"[u'103', u'19', u'131', u'17', u'148', u'66', u'98', u'214', u'171', u'175']",3094
"[u'62', u'66', u'116', u'105', u'73']",3095
"[u'18', u'222', u'66', u'153', u'101', u'105', u'138']",3096
"[u'183', u'106', u'214', u'105']",3097
"[u'17', u'66', u'97', u'153', u'110', u'105', u'87']",3098
"[u'66', u'65', u'49', u'105', u'73']",3099
"[u'18', u'66', u'153', u'105', u'138']",3100
"[u'52', u'222', u'66', u'87']",3101
"[u'222', u'66', u'53', u'153', u'105', u'128']",3102
"[u'189', u'66', u'137', u'116']",3103
"[u'61', u'19', u'78', u'222', u'148', u'106', u'53', u'49', u'164']",3104
"[u'18', u'66', u'44', u'49', u'105']",3105
"[u'193', u'66', u'176', u'137', u'144', u'171', u'138']",3106
"[u'6', u'106', u'115', u'137', u'181']",3107
"[u'126', u'66', u'224', u'214', u'105', u'73']",3108
"[u'39', u'66', u'99', u'138']",3109
"[u'52', u'66', u'158', u'186', u'180', u'175']",3110
"[u'122', u'17', u'222', u'66', u'203', u'98', u'214', u'181', u'171']",3111
"[u'131', u'17', u'66', u'137', u'105', u'128']",3112
"[u'190', u'79', u'106', u'53', u'153', u'164', u'138']",3113
"[u'36', u'66', u'214', u'105', u'20']",3114
"[u'95', u'17', u'66', u'7', u'159', u'171', u'175']",3115
"[u'95', u'66', u'44', u'153', u'171', u'209']",3116
"[u'61', u'106', u'59', u'49', u'105']",3117
"[u'62', u'131', u'66', u'137', u'214', u'171', u'20']",3118
"[u'38', u'106', u'53', u'49', u'105', u'138']",3119
"[u'47', u'19', u'131', u'66', u'186', u'154', u'171', u'20']",3120
"[u'61', u'106', u'49', u'105']",3121
"[u'66', u'214']",3122
"[u'139', u'66', u'44', u'186', u'154', u'171', u'2']",3123
"[u'47', u'66', u'176', u'153', u'105', u'20']",3124
"[u'62', u'66', u'99', u'82', u'218']",3125
"[u'40', u'66', u'59']",3126
"[u'92', u'66', u'59', u'171']",3127
"[u'183', u'106', u'105']",3128
"[u'190', u'106', u'53', u'153', u'164', u'138']",3129
"[u'66', u'153', u'110', u'105', u'73']",3130
"[u'62', u'17', u'148', u'66', u'224', u'214', u'105', u'204']",3131
"[u'88', u'106', u'214', u'171', u'138']",3132
"[u'62', u'66', u'70', u'218']",3133
"[u'170', u'66', u'178', u'171', u'133']",3134
"[u'119', u'66']",3135
"[u'38', u'117', u'66', u'53', u'153', u'105', u'128']",3136
"[u'62', u'19', u'66', u'214', u'164']",3137
"[u'32', u'17', u'66', u'214', u'55', u'105']",3138
"[u'66', u'97', u'153', u'75', u'105']",3139
"[u'92', u'106']",3140
"[u'95', u'17', u'66', u'214', u'171', u'87']",3141
"[u'165', u'106', u'53', u'138']",3142
"[u'88', u'113', u'69', u'153', u'105', u'73']",3143
"[u'183', u'17', u'106', u'214', u'105']",3144
"[u'62', u'148', u'66', u'205', u'105', u'133']",3145
"[u'88', u'113', u'153', u'74', u'105', u'138']",3146
"[u'62', u'17', u'66', u'153', u'171', u'20']",3147
"[u'189', u'66', u'176', u'115', u'137', u'214', u'70', u'218']",3148
"[u'62', u'66', u'176', u'137', u'116', u'105', u'184']",3149
"[u'52', u'66', u'186', u'171', u'175']",3150
"[u'36', u'66', u'98', u'137', u'153', u'110', u'171', u'204']",3151
"[u'4', u'66', u'153', u'164']",3152
"[u'62', u'66', u'176', u'137', u'116', u'75', u'164', u'20']",3153
"[u'15', u'66', u'70', u'138']",3154
"[u'100', u'66', u'105', u'138']",3155
"[u'170', u'19', u'66', u'59']",3156
"[u'47', u'17', u'226', u'148', u'66', u'137', u'153', u'110', u'171', u'20']",3157
[u'113'],3158
"[u'91', u'106', u'49']",3159
"[u'37', u'106']",3160
"[u'200', u'17', u'66', u'224', u'153', u'105']",3161
"[u'62', u'66', u'176', u'137', u'153', u'181', u'171', u'138']",3162
"[u'190', u'66', u'214', u'164', u'138']",3163
"[u'61', u'106', u'53', u'49', u'105', u'138']",3164
"[u'66', u'144', u'218']",3165
"[u'36', u'66', u'153', u'181', u'105', u'204']",3166
"[u'62', u'66', u'116', u'110', u'171', u'175']",3167
"[u'88', u'66', u'153', u'105', u'138']",3168
"[u'61', u'66', u'214', u'105', u'138']",3169
"[u'106', u'205', u'105', u'138']",3170
"[u'18', u'66', u'153', u'164', u'20']",3171
"[u'62', u'66', u'44', u'153', u'171', u'20']",3172
"[u'131', u'17', u'66', u'69', u'153', u'105', u'138']",3173
"[u'193', u'19', u'66', u'144', u'43', u'171', u'184']",3174
"[u'122', u'17', u'66', u'137', u'214', u'171', u'20']",3175
"[u'22', u'66', u'53', u'138']",3176
"[u'39', u'66', u'99', u'138']",3177
"[u'32', u'19', u'66', u'75', u'105', u'138']",3178
"[u'189', u'17', u'66', u'176', u'115', u'144', u'110', u'171', u'87']",3179
"[u'66', u'44', u'153', u'75', u'140', u'128']",3180
"[u'51', u'17', u'222', u'142', u'148', u'66', u'98', u'158', u'186', u'180']",3181
"[u'62', u'113', u'144', u'171', u'138']",3182
"[u'122', u'79', u'117', u'66', u'137', u'153', u'171', u'20']",3183
"[u'39', u'66', u'53', u'42', u'204']",3184
"[u'88', u'66', u'153', u'105', u'138']",3185
"[u'15', u'19', u'66', u'176', u'97', u'137', u'214', u'72']",3186
"[u'5', u'117', u'66', u'144', u'171', u'138']",3187
"[u'61', u'17', u'106', u'53', u'49', u'42', u'105']",3188
"[u'62', u'66', u'153', u'105', u'20']",3189
"[u'62', u'222', u'66', u'158', u'116', u'155', u'171', u'128']",3190
"[u'61', u'106', u'153', u'105']",3191
"[u'91', u'19', u'222', u'66', u'224', u'153', u'105', u'73']",3192
"[u'169', u'17', u'66', u'151']",3193
"[u'66', u'7', u'164']",3194
"[u'18', u'66', u'214', u'154', u'105', u'128']",3195
"[u'187', u'106', u'176', u'153', u'171']",3196
"[u'103', u'131', u'66', u'153', u'171', u'87']",3197
"[u'61', u'106', u'214', u'105']",3198
"[u'165', u'66', u'59']",3199
"[u'212', u'19', u'131', u'17', u'222', u'148', u'66']",3200
"[u'91', u'66', u'153', u'105', u'138']",3201
"[u'136', u'117', u'106', u'214', u'105', u'138']",3202
"[u'37', u'106', u'53']",3203
"[u'47', u'19', u'66', u'98', u'167', u'214', u'110', u'105', u'20']",3204
"[u'78', u'66', u'216', u'97', u'153', u'105', u'138']",3205
"[u'217', u'106', u'214', u'171', u'138']",3206
"[u'222', u'66', u'7', u'105', u'128']",3207
"[u'66', u'214', u'105']",3208
"[u'126', u'66', u'224', u'105']",3209
"[u'109', u'66', u'224', u'49', u'132', u'105']",3210
"[u'62', u'66', u'97', u'153', u'105', u'204']",3211
"[u'62', u'66', u'214', u'105', u'218']",3212
"[u'121', u'66', u'53', u'137', u'153', u'105', u'138']",3213
"[u'11', u'66', u'97', u'153', u'55']",3214
"[u'170', u'66', u'99', u'153', u'180', u'20']",3215
"[u'136', u'25', u'19', u'78', u'79', u'17', u'222', u'142', u'226', u'148', u'106', u'137', u'214', u'164', u'63']",3216
"[u'62', u'66', u'49']",3217
"[u'165', u'19', u'79', u'17', u'142', u'148', u'113', u'28']",3218
"[u'61', u'106', u'214', u'105', u'138']",3219
"[u'36', u'66', u'44', u'153', u'171', u'184']",3220
"[u'211', u'17', u'106', u'137', u'214', u'171']",3221
"[u'88', u'78', u'148', u'106', u'205', u'105', u'138']",3222
"[u'187', u'106']",3223
"[u'91', u'17', u'106', u'99', u'49', u'143', u'105']",3224
"[u'188', u'222', u'113', u'115', u'214', u'55', u'72', u'184']",3225
"[u'6', u'106', u'176']",3226
"[u'189', u'66', u'176', u'115', u'87']",3227
"[u'51', u'148', u'66', u'137', u'186', u'54']",3228
"[u'30', u'17', u'222', u'113', u'49']",3229
"[u'18', u'66', u'44', u'166', u'105']",3230
"[u'179', u'117', u'66', u'73']",3231
"[u'202', u'222', u'66', u'98', u'144']",3232
"[u'188', u'222', u'66', u'98', u'116', u'171']",3233
"[u'212', u'19', u'79', u'117', u'17', u'222', u'226', u'148', u'106', u'53', u'176']",3234
"[u'62', u'19', u'66', u'153', u'70', u'105', u'138']",3235
"[u'170', u'226', u'66', u'176', u'153', u'171', u'20']",3236
"[u'193', u'131', u'66', u'144', u'74', u'171', u'138']",3237
"[u'100', u'66', u'28']",3238
"[u'91', u'111', u'106', u'99', u'105', u'218']",3239
"[u'136', u'19', u'79', u'117', u'106', u'53', u'137', u'153', u'105']",3240
"[u'200', u'25', u'17', u'66', u'53', u'153', u'105', u'73']",3241
"[u'95', u'14', u'66', u'176', u'171', u'175']",3242
"[u'193', u'66', u'176', u'115', u'137', u'144', u'171']",3243
"[u'114', u'222', u'66', u'167', u'70', u'164']",3244
"[u'58', u'66', u'176']",3245
"[u'212', u'19', u'79', u'17', u'148', u'106', u'176']",3246
"[u'121', u'113', u'98', u'214', u'82', u'175']",3247
"[u'62', u'222', u'66', u'137', u'153', u'171', u'20']",3248
"[u'61', u'106', u'49', u'105']",3249
"[u'62', u'77', u'66', u'150']",3250
"[u'18', u'66', u'44', u'153', u'110', u'180', u'13']",3251
"[u'193', u'66', u'176', u'137', u'153', u'171', u'175']",3252
"[u'57', u'66', u'53', u'153', u'164']",3253
"[u'92', u'19', u'66', u'59', u'151']",3254
"[u'36', u'17', u'66', u'153', u'171', u'184']",3255
"[u'91', u'106', u'99', u'153', u'105', u'73']",3256
"[u'109', u'113', u'53']",3257
"[u'57', u'148', u'66', u'153', u'105']",3258
"[u'169', u'106', u'59', u'151', u'138']",3259
"[u'66', u'153', u'105', u'73']",3260
"[u'36', u'66', u'153', u'164', u'184']",3261
"[u'165', u'66', u'59', u'151']",3262
"[u'66', u'153', u'105', u'87']",3263
"[u'40', u'66', u'138']",3264
"[u'18', u'17', u'222', u'66', u'44', u'153', u'171', u'73']",3265
"[u'66', u'166', u'105', u'20']",3266
"[u'183', u'66', u'49', u'181', u'105']",3267
"[u'190', u'106', u'53', u'49', u'164']",3268
"[u'62', u'66', u'153', u'105', u'138']",3269
"[u'169', u'17', u'222', u'66', u'59', u'151']",3270
"[u'51', u'17', u'66', u'171', u'54']",3271
"[u'48', u'222', u'113', u'44', u'176', u'153', u'171', u'2']",3272
"[u'61', u'106', u'53', u'49', u'132', u'164']",3273
"[u'189', u'66', u'176', u'137']",3274
"[u'36', u'17', u'226', u'66', u'53', u'214', u'140', u'204']",3275
"[u'66', u'44', u'153', u'105', u'128']",3276
"[u'196', u'66', u'147']",3277
"[u'92', u'66', u'59', u'171', u'184']",3278
"[u'95', u'19', u'66', u'44', u'214', u'43', u'171', u'175']",3279
"[u'220', u'66', u'203', u'98', u'186', u'171', u'13']",3280
"[u'79', u'106', u'65', u'214', u'105', u'73']",3281
"[u'189', u'17', u'222', u'66', u'176', u'137', u'214']",3282
"[u'6', u'117', u'106', u'176']",3283
"[u'201', u'66', u'137']",3284
"[u'62', u'17', u'66', u'98', u'214', u'105', u'20']",3285
"[u'62', u'78', u'17', u'66', u'53', u'105', u'225']",3286
"[u'62', u'78', u'222', u'66', u'115', u'116', u'171']",3287
"[u'103', u'66', u'98', u'110', u'54']",3288
"[u'122', u'66', u'153', u'110', u'105', u'20']",3289
"[u'15', u'17', u'66', u'176', u'137', u'228', u'10']",3290
"[u'36', u'78', u'17', u'66', u'53', u'166', u'105', u'133']",3291
"[u'197', u'19', u'131', u'17', u'222', u'142', u'148', u'66', u'98']",3292
"[u'200', u'17', u'222', u'66', u'224', u'214', u'105']",3293
"[u'52', u'148', u'113', u'105']",3294
"[u'78', u'148', u'106', u'153', u'105', u'138']",3295
"[u'95', u'66', u'137', u'153', u'171']",3296
"[u'113', u'53', u'153', u'105']",3297
"[u'52', u'222', u'226', u'66', u'180']",3298
"[u'106', u'53', u'153', u'105', u'138']",3299
"[u'100', u'66', u'28', u'138']",3300
"[u'39', u'113', u'218']",3301
"[u'47', u'66', u'98', u'153', u'110', u'105', u'20']",3302
"[u'15', u'66', u'214', u'9']",3303
"[u'15', u'66', u'176', u'115']",3304
"[u'187', u'66', u'137']",3305
"[u'62', u'66', u'137', u'186', u'171', u'20']",3306
"[u'190', u'17', u'106', u'53', u'153', u'164']",3307
"[u'66', u'224', u'153', u'105', u'73']",3308
"[u'66', u'44', u'153', u'82', u'164']",3309
"[u'62', u'17', u'66', u'153', u'154', u'171', u'9']",3310
"[u'19', u'66', u'44', u'153', u'105', u'2']",3311
"[u'165', u'66', u'59', u'128']",3312
"[u'66', u'97', u'153', u'105', u'138']",3313
"[u'190', u'66', u'137', u'153', u'164']",3314
"[u'61', u'106', u'53', u'49', u'164']",3315
"[u'39', u'106']",3316
"[u'165', u'66', u'59', u'133']",3317
"[u'136', u'19', u'78', u'17', u'222', u'106', u'49', u'130', u'181', u'164']",3318
"[u'19', u'17', u'66', u'53', u'144', u'70', u'171', u'138']",3319
"[u'15', u'66', u'176', u'137', u'135']",3320
"[u'15', u'222', u'66', u'98']",3321
"[u'95', u'17', u'66', u'137', u'214', u'43', u'171']",3322
"[u'19', u'14', u'78', u'106', u'97', u'153', u'105', u'138']",3323
"[u'66', u'98', u'153', u'171', u'128']",3324
"[u'217', u'66', u'153', u'171', u'138']",3325
"[u'189', u'79', u'131', u'142', u'66', u'115']",3326
"[u'91', u'106', u'59']",3327
"[u'19', u'66', u'97', u'153', u'55', u'105', u'73']",3328
"[u'66', u'98', u'210', u'105', u'128']",3329
"[u'66', u'98', u'186']",3330
"[u'103', u'66', u'214', u'171', u'175']",3331
"[u'51', u'66', u'98', u'186']",3332
"[u'165', u'113', u'59', u'151']",3333
"[u'100', u'66', u'101', u'138']",3334
"[u'212', u'17', u'222', u'66', u'98', u'158', u'214', u'110', u'171', u'87']",3335
"[u'103', u'17', u'66', u'98', u'186', u'110', u'87']",3336
"[u'152', u'19', u'131', u'17', u'222', u'142', u'148', u'66', u'147', u'214', u'175']",3337
"[u'91', u'66', u'182', u'72', u'218']",3338
"[u'56', u'66', u'176', u'153', u'74', u'105', u'138']",3339
"[u'62', u'19', u'17', u'148', u'66', u'214', u'159', u'171', u'175']",3340
"[u'212', u'66', u'101']",3341
"[u'183', u'106', u'49', u'105']",3342
"[u'62', u'66', u'186', u'180', u'128']",3343
"[u'56', u'222', u'66', u'44', u'214', u'171', u'175']",3344
"[u'136', u'17', u'106', u'53', u'49', u'164']",3345
"[u'92', u'106', u'59', u'151']",3346
"[u'15', u'66', u'176', u'137']",3347
"[u'95', u'113', u'153', u'181', u'171', u'138']",3348
"[u'190', u'79', u'106', u'53', u'153', u'181', u'164', u'138']",3349
"[u'66', u'153', u'105', u'63']",3350
"[u'60', u'106', u'215']",3351
"[u'37', u'66']",3352
"[u'18', u'17', u'222', u'66', u'44', u'214', u'105', u'85']",3353
"[u'212', u'19', u'117', u'131', u'222', u'106', u'176']",3354
"[u'187', u'19', u'106', u'176', u'115', u'181']",3355
"[u'91', u'17', u'222', u'66', u'49', u'70', u'105']",3356
"[u'62', u'131', u'66', u'214', u'199', u'171', u'175']",3357
"[u'193', u'17', u'222', u'66', u'176', u'137', u'144', u'171', u'138']",3358
"[u'36', u'79', u'148', u'66', u'44', u'214', u'171', u'184']",3359
"[u'114', u'66', u'98', u'214', u'171', u'175']",3360
"[u'190', u'222', u'66', u'53', u'153', u'82', u'164']",3361
"[u'18', u'131', u'66', u'44', u'153', u'105', u'128']",3362
"[u'92', u'19', u'17', u'66', u'59', u'138']",3363
"[u'48', u'131', u'222', u'66', u'137', u'214', u'164', u'20']",3364
"[u'122', u'17', u'66', u'53', u'98', u'110', u'171', u'20']",3365
"[u'100', u'17', u'222', u'66', u'176', u'137', u'181', u'138']",3366
"[u'190', u'222', u'66', u'53', u'153', u'164', u'138']",3367
"[u'91', u'106', u'224']",3368
"[u'17', u'222', u'148', u'66', u'137', u'153', u'105', u'128']",3369
"[u'78', u'17', u'106', u'69', u'205', u'105', u'73']",3370
"[u'36', u'66', u'137', u'153', u'171', u'184']",3371
"[u'51', u'111', u'66', u'186', u'180', u'20']",3372
"[u'66', u'53', u'98', u'153', u'105', u'128']",3373
"[u'95', u'17', u'66', u'214', u'171', u'175']",3374
"[u'141', u'66', u'137', u'153', u'74', u'138']",3375
"[u'62', u'17', u'226', u'66', u'153', u'105', u'133']",3376
"[u'95', u'19', u'66', u'20']",3377
"[u'36', u'19', u'17', u'66', u'153', u'181', u'105', u'184']",3378
"[u'189', u'17', u'222', u'66', u'115', u'137', u'181']",3379
"[u'52', u'66', u'178', u'171', u'73']",3380
"[u'62', u'66', u'115', u'186', u'171', u'9']",3381
"[u'91', u'106', u'105']",3382
"[u'122', u'78', u'66', u'186', u'154', u'180', u'2']",3383
"[u'122', u'19', u'66', u'176', u'137', u'178', u'135', u'164', u'20']",3384
"[u'88', u'66', u'153', u'181', u'105']",3385
"[u'170', u'66', u'176', u'137', u'171', u'20']",3386
"[u'190', u'19', u'79', u'148', u'106', u'153']",3387
"[u'196', u'66', u'98', u'110']",3388
"[u'18', u'17', u'222', u'66', u'44', u'153', u'70', u'105', u'128']",3389
"[u'62', u'77', u'66', u'150']",3390
"[u'18', u'19', u'113', u'166', u'105', u'87']",3391
"[u'114', u'66', u'214', u'171', u'20']",3392
"[u'114', u'19', u'148', u'66', u'98', u'214', u'110', u'171', u'175']",3393
"[u'100', u'66', u'176', u'138']",3394
"[u'32', u'111', u'66', u'44', u'214', u'70', u'72', u'105', u'218']",3395
"[u'185', u'78', u'79', u'17', u'148', u'113', u'153', u'138']",3396
"[u'122', u'222', u'66', u'98', u'153', u'105', u'128']",3397
"[u'64', u'222', u'66', u'53', u'180', u'63']",3398
"[u'38', u'106', u'53', u'49', u'164']",3399
"[u'100', u'66', u'98']",3400
"[u'89', u'66']",3401
"[u'52', u'66', u'153', u'171', u'73']",3402
"[u'26', u'19', u'117', u'148', u'113', u'53', u'153', u'143', u'105']",3403
"[u'36', u'19', u'17', u'222', u'66', u'98', u'153', u'70', u'110', u'171', u'133']",3404
"[u'61', u'106', u'49', u'105']",3405
"[u'48', u'17', u'66', u'176', u'137', u'116', u'105', u'20']",3406
"[u'122', u'148', u'66', u'153', u'171', u'184']",3407
"[u'100', u'19', u'17', u'168', u'142', u'66', u'176', u'219']",3408
"[u'106', u'205', u'105', u'73']",3409
"[u'81', u'66', u'144', u'135', u'171']",3410
"[u'15', u'66', u'176', u'137', u'74']",3411
"[u'18', u'66', u'97', u'205', u'105']",3412
"[u'106', u'205', u'105', u'209']",3413
"[u'62', u'78', u'17', u'148', u'66', u'153', u'105', u'204']",3414
"[u'66', u'97', u'153', u'181', u'105', u'2']",3415
"[u'79', u'131', u'113', u'153', u'105', u'73']",3416
"[u'88', u'66', u'153', u'74', u'105', u'138']",3417
"[u'89', u'17', u'66']",3418
"[u'197', u'17', u'148', u'66', u'98', u'70']",3419
"[u'100', u'19', u'14', u'78', u'17', u'148', u'66', u'69']",3420
"[u'56', u'17', u'222', u'66', u'153', u'171', u'175']",3421
"[u'61', u'19', u'106', u'214', u'105', u'133']",3422
"[u'57', u'19', u'79', u'222', u'142', u'226', u'148', u'66', u'214', u'171']",3423
"[u'201', u'66']",3424
"[u'36', u'66', u'153', u'101', u'171', u'20']",3425
"[u'48', u'79', u'142', u'66', u'44', u'116', u'154', u'171', u'225']",3426
"[u'51', u'113', u'186', u'171', u'73']",3427
"[u'91', u'222', u'66', u'214', u'143', u'105', u'73']",3428
"[u'170', u'66', u'132', u'164', u'133']",3429
"[u'15', u'17', u'66', u'98', u'214', u'175']",3430
"[u'62', u'78', u'79', u'117', u'17', u'222', u'66', u'53', u'153', u'105', u'204']",3431
"[u'18', u'19', u'131', u'222', u'66', u'44', u'153', u'140', u'184']",3432
"[u'189', u'148', u'66', u'176', u'137', u'186', u'135']",3433
"[u'91', u'113', u'99', u'218']",3434
"[u'51', u'66', u'158', u'186', u'180', u'218']",3435
"[u'193', u'66', u'176', u'115', u'137', u'144', u'171', u'73']",3436
"[u'17', u'113']",3437
"[u'91', u'106', u'99', u'49', u'143', u'105']",3438
"[u'18', u'17', u'222', u'66', u'98', u'153', u'55', u'164', u'63']",3439
"[u'66', u'97', u'205', u'105', u'73']",3440
"[u'212', u'106']",3441
"[u'62', u'222', u'66', u'203', u'98', u'70', u'150']",3442
"[u'165', u'19', u'17', u'106', u'53']",3443
"[u'190', u'66', u'153', u'164', u'138']",3444
"[u'193', u'66', u'147', u'53', u'137', u'210', u'82', u'171', u'138']",3445
"[u'17', u'106', u'205', u'105']",3446
"[u'37', u'17', u'106']",3447
"[u'95', u'66', u'166', u'105']",3448
"[u'217', u'106', u'153', u'181', u'171', u'138']",3449
"[u'36', u'19', u'222', u'66', u'116', u'181', u'105', u'20']",3450
"[u'170', u'17', u'222', u'66', u'181', u'133']",3451
"[u'86', u'25', u'106', u'99', u'29', u'218']",3452
"[u'189', u'17', u'66', u'166', u'20']",3453
"[u'48', u'19', u'66', u'186', u'171', u'20']",3454
"[u'126', u'17', u'106', u'53', u'224', u'153', u'143', u'105', u'73']",3455
"[u'62', u'66', u'214', u'101', u'105', u'20']",3456
"[u'66', u'53', u'49', u'42', u'132', u'105']",3457
"[u'19', u'106', u'53', u'153', u'105', u'138']",3458
"[u'17', u'66', u'99', u'153', u'164', u'20']",3459
"[u'48', u'66', u'137', u'153', u'105', u'20']",3460
"[u'193', u'66', u'53', u'144', u'171', u'128']",3461
"[u'15', u'66', u'176', u'115', u'137', u'135', u'218']",3462
"[u'62', u'66', u'98', u'186', u'105', u'13']",3463
"[u'217', u'66', u'144', u'171']",3464
"[u'62', u'66', u'176', u'137', u'153', u'55', u'110', u'105', u'20']",3465
"[u'100', u'79', u'17', u'66', u'53', u'97']",3466
"[u'6', u'113', u'186', u'164', u'87']",3467
"[u'113', u'97', u'224', u'153', u'55', u'105']",3468
"[u'193', u'66', u'176', u'144', u'74', u'171', u'138']",3469
"[u'62', u'66', u'153', u'105', u'87']",3470
"[u'183', u'106', u'99', u'214', u'105']",3471
